entity_head,entity_tail
格列美脲,糖尿病周围神经病
近端胃癌根治术,胃癌
疏血通,肺气肿
替考拉宁,肺炎
诺和锐,呕血、排黑便
LAR手术,直肠中分化腺癌
右半结肠切除术+横结肠两腔造瘘术,肠梗阻
内镜上息肉切除术,胃部息肉
全麻上前列腺癌根治术,前列腺腺癌
腹腔镜上直肠癌姑息性切除术DIXON,直肠癌
诺和灵,糖尿病周围血管病变
氟伐他汀钠缓释片,肺炎
氟伐他汀钠缓释片,两侧胸腔积液
降结肠根治术,肠梗阻
气管切开,直肠CA术后
拜阿司匹林,两肺上叶钙化灶
硝苯地平控释片,高血压3级
肝左叶肝癌切除+胆囊切除术,中分化肝细胞性肝癌
腹腔镜辅助上探查+直肠癌根治术,直肠溃疡型中-低分化管状腺癌
横结肠造口术,直肠癌
吗丁啉,淋巴瘤
内镜上胆管支架置入术,肝门胆管癌
格列齐特,2型糖尿病
舒普深,呼吸衰竭
冠脉搭桥手术及射频消融术,四支血管病变
胃癌姑息性切除术,胃窦癌伴不全梗阻
胰十二指肠切除术,壶腹部腺癌
多瑞吉,晚期胃癌
华法林,两侧髂静脉支架术后
顺铂,肝脏多发转移
沐舒坦,肺炎
经腹广泛子宫切除+两侧输卵管切除+盆腔淋巴结清扫术,宫颈癌IB1期
亚叶酸钙,胃癌术后
拜阿司匹林,两侧胸腔积液
胃癌近端胃切除+食管残胃吻合+放射性粒子植入术,胃底贲门癌
雷贝拉唑,结肠、直肠多发性息肉
右半结肠切除术,肝转移
B超引导上左颈部肿物粗针活检术,淋巴结结核病
肠切除术,左侧嵌顿疝
亚叶酸钙,胃恶性肿瘤术后
部分小肠切除术,小肠隆起型高中分化腺癌，
疏血通,胃CA术后
胃多发息肉切除术,原发性高血压3级 很高危
右半结肠切除术,结肠溃疡型中高分化腺癌，部分粘液腺癌
胆囊切除、胆总管探查取石、T管引流术,胆囊泥沙样结石
磷酸肌酸,心律失常
螺内酯,中度贫血
胆囊摘除术,冠状动脉粥样硬化性心脏病 
依姆多,慢性阻塞性肺病
特罗凯,口腔溃疡
腹腔穿刺术+闭式引流,腹腔积液
维三联+PPI,吞咽哽噎原因待查
更换PTCD引流管,肝内胆管细胞癌
远端胃癌姑息切除癌姑息切除术,胃窦癌
左上肢大隐静脉手术,左大隐静脉曲张术后
MTX,淋巴瘤
希罗达,结肠癌术后
胆囊摘除术,胃CA术后
呋塞米,糖尿病
顺铂,胃CA治疗后
替加氟,腹腔淋巴结转移
康士德,前列腺癌（4期）并骨转移
全子宫切除术+右侧附件切除术,子宫肌瘤
右前臂动静脉内瘘吻合术,慢性肾脏病5期
气管插管,胆囊结石
阿卡波糖片,糖尿病眼病
代文,高血压
彩超引导下左腹膜后肿物超声引导穿刺术,淋巴造血系统肿瘤
二甲双胍,2型糖尿病
安维汀,直肠术后
姑息性“乙状结肠切除,结肠中至低分化管状腺癌
硝苯地平缓释片,高血压病
扩大性左半结肠根治术,乙状结肠管状腺癌
泼尼松片,遗传球形红细胞增多症
XELODA,左肺中叶
乙状结肠癌根治术,直肠低级别管状腺瘤
替莫唑胺,肝转移
卵巢去势手术,骨转移
阿托伐他汀,急性脑梗死
结肠镜电切手术,横结肠增生性腺瘤性息肉
希罗达,中分化腺癌
介入术,肝癌
脑苷激肽,肺部感染
西沙必利,胃溃疡
多西他赛,腹腔播散转移
息肉切除,食管息肉
曲美他嗪,心包积液
气管切开,心房颤动
肝动脉灌注化疗术,胆管癌介入治疗后
右肺转移灶手术,右肺多发转移
介入手术,肝癌复发
白介素,免疫性血小板减少症
康士德,前列腺癌
氟伐他汀钠缓释片,左肺下叶病变
鼻息肉切除术,左鼻腔低分化鳞状细胞癌
全子宫+两附件切除+盆腔淋巴结清扫术+肠粘连分解术,子宫内膜混合性癌
胆囊摘除术,两肺炎症伴纤维灶
贝伐珠单抗,骨髓抑制
亚叶酸钙,皮疹
食管胃结合部癌根治术,中-低分化腺癌，混合型
降压药物,高血压
气管切开,胃CA术后
翻身三切口食管下段癌切除+食管-胃底右颈部吻合+第6后肋内固定+空肠造瘘术,食管下段鳞癌
肝癌切除术,中分化肝细胞性肝癌
腹腔镜上横结肠切除手术,横结肠腺癌
法玛新,高级别导管
神经节苷酯,冠状动脉粥样硬化性心脏病 
舒利迭,肺部感染
异舒吉,房早
根治性全胃切除术,胃癌
沙利铂,乙状结肠癌术后
盐酸多柔比星脂质体,右乳腺浸润性导管癌伴全身多发骨转移
右乳包块活检术,（右乳）分泌粘液癌（印戒细胞癌）
卡络黄钠,失血性贫血
顺铂,（食管）鳞状细胞癌
低分子肝素钙,两肺炎症伴纤维灶
腹腔镜辅助直肠癌低位前切除，末段回肠预防性造口联合右侧卵巢切除术,直肠癌放疗后
降结肠根治术,（降结肠）中分化绒毛状管状腺癌，伴部分粘液腺癌及部分印戒细胞癌
开腹子宫内膜癌分期手术+大网膜切除术,子宫内膜高分化内膜样腺癌IIIA期
姑息性直肠癌切除术,直肠癌伴肝脏多发转移
奥沙利铂,直肠腺癌
腹腔镜辅助直肠癌根治术（miles术式）,直肠溃疡型乳头状腺癌伴粘液腺癌分化
哌拉西林他坐巴坦,慢性尿潴留
依姆多,耳石症
低分子肝素钙,肺炎
地塞米松,腺癌
奥沙利铂,胃恶性肿瘤术后
骨髓穿刺,贫血
安理申,陈旧性脑梗死
改良根治术,右乳癌
美沙拉嗪,溃疡性直肠炎
肝转移瘤微波消融术,肝脏多发转移瘤
剖腹探查、左肝肿瘤切除、胆囊切除、左肝结节射频消融术,肝癌术后
胆囊摘除术,肺炎
腹腔镜探查+（全胃）胃癌根治术,印戒细胞癌
全膀胱切除根治术+回肠导管术,膀胱浸润性癌
横结肠造瘘术,直肠癌 CT4N1M0
替吉奥,贲门癌伴肝脏、盆底种植、多发淋巴结转移
头孢美唑,左肺炎症
腹腔镜上胃癌根治术（BILLROTHS II式）,胃低分化腺癌
左颈内静脉置管术,慢性肾脏病5期
扩大右半肝切除术,中分化腺癌
哌拉西林他坐巴坦,前列腺增生
吉西他滨,骨髓抑制
氟伐他汀钠缓释片,左侧大脑半球多发急性梗塞灶
瑞格列酮,糖尿病
洛赛克,中分化腺癌
心包穿刺,左侧淋巴结转移性腺癌
甘精胰岛素,糖尿病眼病
神经节苷酯,左肺下叶病变
依达拉奉,急性脑梗死
直肠息肉切除术,糖尿病
舒普深,两侧胸腔积液
胆囊切除术、胆总管空肠ROUX-EN-Y吻合术,结核
剖腹探查+胃窦肿物活检术+胃空肠吻合术,胃癌
胆囊摘除术,慢性肾功能不全
直肠癌经腹、会阴联合切除术（MILES术），右侧腹壁永久造瘘,直肠癌
低分子肝素钙,两侧胸腔积液
根治性全胃切除术,（贲门）腺癌
结肠息肉内镜上切除,结肠息肉
阿奇霉素,左肺炎症
口服药物,高血压
右进胸食管腹段癌切除+食管-胃底弓上吻合术,食管腹段癌
胆囊摘除术,两侧胸腔积液
拜阿司匹林,左侧大脑半球多发急性梗塞灶
奥沙利铂,胃癌术后
氨氯地平,高血压病
气管切开,冠状动脉粥样硬化性心脏病 
降结肠根治术,贫血
肠镜上腺瘤电切术,乙状结肠绒毛状腺瘤（II级）
格列美脲,糖尿病眼病
爱斯万,左肾囊肿
右第I、II趾截趾术,右上肢足趾坏疽
行乐沙定,左肾囊肿
左半结肠切除+WIPPLE术,肝曲结肠癌
腹腔镜上横结肠切除手术,中分化腺癌
右半结肠切除术,肺转移
VDS,骨髓抑制
ESD,十二指肠降部SMT
来得时,尿路感染
顺铂,骨转移
粘膜下esd治疗术,b细胞淋巴瘤
美沙拉嗪,内痔
CF,肠梗阻
里葆多,贲门癌IV期
疏血通,两侧胸腔积液
右肾切除术,中度脂肪肝
肿瘤细胞减灭术,两侧卵巢浆液性乳头状囊腺癌
拜阿司匹林,慢性肾功能不全
阴道镜检查+宫颈活检,（宫颈12点）中分化鳞状细胞癌
腹腔镜上根治性右半结肠切除术,结肠溃疡型中分化管状腺癌
XELODA,印戒细胞癌
紫杉醇,右乳腺浸润性导管癌伴全身多发骨转移
拜阿司匹林,心房颤动
替吉奥 ,胃窦癌综合治疗后
右半结肠切除术+横结肠两腔造瘘术,结肠癌
胰岛素,糖尿病
卡培他滨,腹腔镜直肠癌根治术（MILES术）+肠粘连松解术
右半结肠切除+恶性肿瘤腔内灌注治疗,肠中至低分化腺癌，部分为粘液腺癌
地塞米松,快速性房颤
左半结肠切除术,结肠腺癌（中低度分化）
舒普深,两肺上叶钙化灶
疏血通,冠状动脉粥样硬化性心脏病
头孢唑肟,电解质紊乱
右前臂动静脉内瘘成形术,梗阻性肾病
希罗达,直乙交界癌
洛赛克,胃癌术后多发脑转移
舒普深,肺炎
乳果糖,左肺上叶原发腺癌术后
奥沙利铂,骨髓抑制
胰十二指肠切除术,慢性胃炎
氟伐他汀钠缓释片,肺气肿
无水酒精,肝肿瘤
丹参滴丸,慢性浅表性胃炎
全子宫切除+盆腔淋巴结清扫术,宫颈，浸润性低分化鳞癌
胃癌根治术（远端胃大切）,胃窦癌
门冬胰岛素,原发性高血压3级极高危
氯化钾,2型糖尿病
神经节苷酯,两肺上叶钙化灶
子宫全切术,高血压
清宫术,宫颈癌
全麻上宫颈癌根治术（保留神经III型广泛子宫切除术+两侧附件切除术+盆腔淋巴结清扫术）,鳞状细胞癌转移
直肠腹会阴联合切除,直肠恶性黑色素瘤，并印戒细胞癌
伽玛刀治疗,肝门区转移
（远端）胃癌根治术,胃中至低分化腺癌
腹腔镜DIXON术+回肠造瘘术,直肠中分化腺癌
阿奇霉素,肺炎
替加氟,结肠癌术后两肺多发转移
替普瑞酮,淋巴瘤
舒普深,心包积液
椎间盘切除+植骨cage植入+钢板内固定术,C3/4、C4/5椎间盘突出
根治性全胃切除术,胃体神经内分泌癌，低分化
血必净,冠心病
希舒美,左肺炎症
ESD,绒毛状管状腺瘤
冸托拉唑,弥漫大B细胞性淋巴瘤
贲门癌根治术,中分化腺癌
ERCP胆道支架植入术,AST
